SEQUENCE,INTDATE,AREACOUNTY,AREAZIP,GEARCODE,STDEPTH,ENDDEPTH,SPECIES,NODCCODE,STLENGTH,LENGTHTYPE,WEIGHT
9290162,3/2/1992,,190,101,0,0,675,,222,,230
9290162,3/2/1992,,190,101,0,0,675,,200,,180
9290162,3/2/1992,,190,101,0,0,675,,229,,240
9290162,3/2/1992,,190,101,0,0,675,,222,,230
9290162,3/2/1992,,190,101,0,0,675,,240,,270
9290162,3/2/1992,,190,101,0,0,675,,230,,235
9290162,3/2/1992,,190,101,0,0,675,,203,,170
9290162,3/2/1992,,190,101,0,0,196,,198,,165
9290162,3/2/1992,,190,101,0,0,155,,200,,170
9290162,3/2/1992,,190,101,0,0,156,,212,,190
9290162,3/2/1992,,190,101,0,0,156,,210,,190
9290162,3/2/1992,,190,101,0,0,156,,200,,190
9290163,3/2/1992,,190,104,25,0,901,,73,,375
9290163,3/2/1992,,190,104,25,0,136,,242,,265
9290163,3/2/1992,,190,104,25,0,136,,299,,450
9290163,3/2/1992,,190,104,25,0,136,,233,,235
9290163,3/2/1992,,190,104,25,0,136,,272,,340
9290163,3/2/1992,,190,104,25,0,136,,265,,370
9290163,3/2/1992,,190,104,25,0,136,,266,,310
9290163,3/2/1992,,190,104,25,0,675,,326,,630
9290163,3/2/1992,,190,104,25,0,675,,253,,390
9290163,3/2/1992,,190,104,25,0,175,,172,,100
9290163,3/2/1992,,190,104,25,0,175,,207,,150
9290163,3/2/1992,,190,104,25,0,155,,231,,265
9290163,3/2/1992,,190,104,25,0,164,,200,,203
9290163,3/2/1992,,190,104,25,0,164,,203,,245
9290163,3/2/1992,,190,104,25,0,164,,116,,245
9290168,3/2/1992,,190,101,0,0,115,,237,,250
9290168,3/2/1992,,190,101,0,0,115,,222,,245
9290168,3/2/1992,,190,101,0,0,115,,233,,280
9290168,3/2/1992,,190,101,0,0,115,,232,,265
9290168,3/2/1992,,190,101,0,0,115,,242,,285
9290168,3/2/1992,,190,101,0,0,115,,243,,270
9290168,3/2/1992,,190,101,0,0,115,,231,,265
9290168,3/2/1992,,190,101,0,0,115,,222,,240
9290168,3/2/1992,,190,101,0,0,115,,250,,300
9290168,3/2/1992,,190,101,0,0,115,,242,,250
9290168,3/2/1992,,190,101,0,0,115,,232,,270
9290168,3/2/1992,,190,101,0,0,115,,244,,270
9290168,3/2/1992,,190,101,0,0,115,,233,,370
9290168,3/2/1992,,190,101,0,0,115,,221,,235
9290168,3/2/1992,,190,101,0,0,115,,232,,245
9290168,3/2/1992,,190,101,0,0,115,,244,,280
9290168,3/2/1992,,190,101,0,0,115,,233,,250
9290168,3/2/1992,,190,101,0,0,115,,249,,265
9290168,3/2/1992,,190,101,0,0,164,,243,,350
9290168,3/2/1992,,190,101,0,0,164,,221,,245
9290168,3/2/1992,,190,101,0,0,164,,213,,250
9290168,3/2/1992,,190,101,0,0,88,,363,,730
9290168,3/2/1992,,190,101,0,0,88,,400,,865
9290168,3/2/1992,,190,101,0,0,88,,253,,210
9290168,3/2/1992,,190,101,0,0,88,,302,,450
9290168,3/2/1992,,190,101,0,0,88,,343,,560
9290168,3/2/1992,,190,101,0,0,88,,366,,800
9290168,3/2/1992,,190,101,0,0,88,,300,,370
9290168,3/2/1992,,190,101,0,0,88,,266,,270
9290168,3/2/1992,,190,101,0,0,88,,313,,550
9290168,3/2/1992,,190,101,0,0,88,,323,,570
9290168,3/2/1992,,190,101,0,0,88,,333,,510
9290168,3/2/1992,,190,101,0,0,88,,300,,450
9290168,3/2/1992,,190,101,0,0,88,,414,,1070
9290168,3/2/1992,,190,101,0,0,88,,333,,550
9290168,3/2/1992,,190,101,0,0,88,,312,,485
9290168,3/2/1992,,190,101,0,0,88,,283,,310
9290168,3/2/1992,,190,101,0,0,88,,312,,490
9290168,3/2/1992,,190,101,0,0,88,,300,,405
9290168,3/2/1992,,190,101,0,0,88,,251,,235
9290168,3/2/1992,,190,101,0,0,88,,300,,525
9290168,3/2/1992,,190,101,0,0,88,,250,,236
9290168,3/2/1992,,190,101,0,0,88,,355,,690
9290168,3/2/1992,,190,101,0,0,88,,247,,215
9290168,3/2/1992,,190,101,0,0,80,,266,,325
9290168,3/2/1992,,190,101,0,0,80,,242,,230
9290168,3/2/1992,,190,101,0,0,80,,300,,400
9290168,3/2/1992,,190,101,0,0,80,,233,,215
9290168,3/2/1992,,190,101,0,0,136,,286,,335
9290168,3/2/1992,,190,101,0,0,136,,273,,365
9290168,3/2/1992,,190,101,0,0,136,,265,,230
9290168,3/2/1992,,190,101,0,0,136,,250,,280
9290168,3/2/1992,,190,101,0,0,136,,262,,320
9290168,3/2/1992,,190,101,0,0,136,,273,,315
9290168,3/2/1992,,190,101,0,0,140,,242,,210
9290168,3/2/1992,,190,101,0,0,140,,247,,245
9290168,3/2/1992,,190,101,0,0,137,,300,,415
9290168,3/2/1992,,190,101,0,0,137,,303,,430
9290168,3/2/1992,,190,101,0,0,134,,393,,1020
9290168,3/2/1992,,190,101,0,0,134,,350,,1330
9290168,3/2/1992,,190,101,0,0,901,,110,,1090
9290168,3/2/1992,,190,101,0,0,901,,80,,475
9290168,3/2/1992,,190,101,0,0,901,,81,,485
9290168,3/2/1992,,190,101,0,0,901,,86,,550
9290144,3/3/1992,,130,104,21,0,140,,305,,375
9290144,3/3/1992,,130,104,21,0,140,,314,,450
9290144,3/3/1992,,130,104,21,0,140,,270,,305
9290144,3/3/1992,,130,104,21,0,140,,270,,290
9290144,3/3/1992,,130,104,21,0,140,,230,,175
9290144,3/3/1992,,130,104,21,0,140,,300,,360
9290144,3/3/1992,,130,104,21,0,140,,304,,415
9290144,3/3/1992,,130,104,21,0,140,,315,,460
9290144,3/3/1992,,130,104,21,0,140,,254,,235
9290144,3/3/1992,,130,104,21,0,140,,245,,200
9290144,3/3/1992,,130,104,21,0,140,,294,,405
9290144,3/3/1992,,130,104,21,0,140,,294,,405
9290144,3/3/1992,,130,104,21,0,140,,299,,395
9290144,3/3/1992,,130,104,21,0,140,,278,,365
9290144,3/3/1992,,130,104,21,0,140,,265,,295
9290144,3/3/1992,,130,104,21,0,140,,278,,350
9290144,3/3/1992,,130,104,21,0,140,,250,,230
9290144,3/3/1992,,130,104,21,0,140,,305,,390
9290144,3/3/1992,,130,104,21,0,140,,309,,330
9290144,3/3/1992,,130,104,21,0,140,,255,,245
9290144,3/3/1992,,130,104,21,0,140,,298,,400
9290144,3/3/1992,,130,104,21,0,140,,310,,430
9290144,3/3/1992,,130,104,21,0,140,,290,,365
9290144,3/3/1992,,130,104,21,0,140,,268,,250
9290144,3/3/1992,,130,104,21,0,140,,300,,390
9290144,3/3/1992,,130,104,21,0,140,,290,,330
9290144,3/3/1992,,130,104,21,0,140,,385,,365
9290144,3/3/1992,,130,104,21,0,140,,279,,300
9290144,3/3/1992,,130,104,21,0,140,,295,,335
9290144,3/3/1992,,130,104,21,0,140,,285,,355
9290144,3/3/1992,,130,104,21,0,140,,280,,310
9290144,3/3/1992,,130,104,21,0,140,,234,,175
9290144,3/3/1992,,130,104,21,0,140,,335,,445
9290144,3/3/1992,,130,104,21,0,140,,284,,320
9290144,3/3/1992,,130,104,21,0,140,,275,,305
9290144,3/3/1992,,130,104,21,0,140,,284,,305
9290144,3/3/1992,,130,104,21,0,140,,260,,300
9290144,3/3/1992,,130,104,21,0,140,,278,,290
9290144,3/3/1992,,130,104,21,0,140,,270,,375
9290144,3/3/1992,,130,104,21,0,140,,280,,310
9290144,3/3/1992,,130,104,21,0,140,,320,,460
9290144,3/3/1992,,130,104,21,0,140,,235,,165
9290144,3/3/1992,,130,104,21,0,140,,315,,440
9290144,3/3/1992,,130,104,21,0,140,,280,,440
9290144,3/3/1992,,130,104,21,0,140,,285,,340
9290144,3/3/1992,,130,104,21,0,140,,249,,235
9290144,3/3/1992,,130,104,21,0,140,,295,,350
9290144,3/3/1992,,130,104,21,0,140,,344,,550
9290144,3/3/1992,,130,104,21,0,140,,348,,390
9290144,3/3/1992,,130,104,21,0,140,,273,,310
9290144,3/3/1992,,130,104,21,0,140,,210,,170
9290144,3/3/1992,,130,104,21,0,140,,292,,335
9290144,3/3/1992,,130,104,21,0,140,,220,,155
9290144,3/3/1992,,130,104,21,0,140,,285,,365
9290144,3/3/1992,,130,104,21,0,140,,259,,230
9290144,3/3/1992,,130,104,21,0,140,,300,,390
9290144,3/3/1992,,130,104,21,0,140,,295,,335
9290144,3/3/1992,,130,104,21,0,140,,275,,305
9290144,3/3/1992,,130,104,21,0,140,,275,,310
9290144,3/3/1992,,130,104,21,0,140,,295,,365
9290144,3/3/1992,,130,104,21,0,140,,260,,265
9290144,3/3/1992,,130,104,21,0,140,,280,,300
9290144,3/3/1992,,130,104,21,0,140,,290,,345
9290144,3/3/1992,,130,104,21,0,140,,290,,320
9290144,3/3/1992,,130,104,21,0,140,,305,,405
9290144,3/3/1992,,130,104,21,0,140,,310,,370
9290144,3/3/1992,,130,104,21,0,140,,285,,365
9290144,3/3/1992,,130,104,21,0,140,,295,,390
9290144,3/3/1992,,130,104,21,0,140,,305,,450
9290144,3/3/1992,,130,104,21,0,140,,283,,350
9290144,3/3/1992,,130,104,21,0,140,,264,,270
9290144,3/3/1992,,130,104,21,0,140,,314,,445
9290144,3/3/1992,,130,104,21,0,140,,264,,240
9290144,3/3/1992,,130,104,21,0,140,,300,,365
9290144,3/3/1992,,130,104,21,0,140,,270,,305
9290144,3/3/1992,,130,104,21,0,140,,194,,104
9290144,3/3/1992,,130,104,21,0,140,,295,,350
9290144,3/3/1992,,130,104,21,0,140,,290,,335
9290144,3/3/1992,,130,104,21,0,140,,310,,470
9290144,3/3/1992,,130,104,21,0,140,,285,,325
9290144,3/3/1992,,130,104,21,0,140,,295,,310
9290144,3/3/1992,,130,104,21,0,140,,315,,430
9290144,3/3/1992,,130,104,21,0,140,,295,,360
9290144,3/3/1992,,130,104,21,0,140,,259,,225
9290144,3/3/1992,,130,104,21,0,140,,285,,370
9290144,3/3/1992,,130,104,21,0,140,,314,,415
9290144,3/3/1992,,130,104,21,0,140,,250,,250
9290144,3/3/1992,,130,104,21,0,136,,200,,118
9290144,3/3/1992,,130,104,21,0,140,,289,,405
9290144,3/3/1992,,130,104,21,0,140,,265,,290
9290144,3/3/1992,,130,104,21,0,140,,239,,185
9290144,3/3/1992,,130,104,21,0,140,,268,,295
9290144,3/3/1992,,130,104,21,0,140,,260,,285
9290144,3/3/1992,,130,104,21,0,140,,279,,310
9290144,3/3/1992,,130,104,21,0,140,,300,,375
9290144,3/3/1992,,130,104,21,0,140,,320,,530
9290144,3/3/1992,,130,104,21,0,140,,315,,430
9290144,3/3/1992,,130,104,21,0,140,,280,,310
9290144,3/3/1992,,130,104,21,0,140,,315,,445
9290144,3/3/1992,,130,104,21,0,140,,305,,450
9290144,3/3/1992,,130,104,21,0,140,,315,,410
9290144,3/3/1992,,130,104,21,0,140,,255,,330
9290144,3/3/1992,,130,104,21,0,140,,260,,270
9290144,3/3/1992,,130,104,21,0,140,,310,,410
9290144,3/3/1992,,130,104,21,0,140,,275,,270
9290144,3/3/1992,,130,104,21,0,140,,280,,330
9290144,3/3/1992,,130,104,21,0,140,,275,,320
9290144,3/3/1992,,130,104,21,0,140,,335,,400
9290144,3/3/1992,,130,104,21,0,140,,325,,450
9290144,3/3/1992,,130,104,21,0,140,,290,,345
9290144,3/3/1992,,130,104,21,0,140,,285,,360
9290144,3/3/1992,,130,104,21,0,140,,215,,116
9290144,3/3/1992,,130,104,21,0,140,,315,,370
9290144,3/3/1992,,130,104,21,0,140,,290,,330
9290144,3/3/1992,,130,104,21,0,140,,250,,150
9290144,3/3/1992,,130,104,21,0,140,,270,,285
9290144,3/3/1992,,130,104,21,0,140,,274,,290
9290144,3/3/1992,,130,104,21,0,140,,305,,435
9290144,3/3/1992,,130,104,21,0,140,,254,,170
9290144,3/3/1992,,130,104,21,0,140,,283,,170
9290145,3/3/1992,,132,104,0,0,140,,345,,710
9290145,3/3/1992,,132,104,0,0,140,,408,,1065
9290145,3/3/1992,,132,104,0,0,140,,350,,860
9290145,3/3/1992,,132,104,0,0,140,,445,,1345
9290145,3/3/1992,,132,104,0,0,140,,349,,620
9290145,3/3/1992,,132,104,0,0,133,,306,,565
9290145,3/3/1992,,132,104,0,0,133,,285,,355
9290145,3/3/1992,,132,104,0,0,88,,310,,440
9290145,3/3/1992,,132,104,0,0,88,,320,,450
9290145,3/3/1992,,132,104,0,0,131,,370,,830
9290145,3/3/1992,,132,104,0,0,80,,279,,350
9290145,3/3/1992,,132,104,0,0,80,,235,,165
9290145,3/3/1992,,132,104,0,0,80,,230,,170
9290145,3/3/1992,,132,104,0,0,80,,267,,255
9290145,3/3/1992,,132,104,0,0,80,,267,,310
9290145,3/3/1992,,132,104,0,0,80,,235,,210
9290145,3/3/1992,,132,104,0,0,80,,200,,102
9290145,3/3/1992,,132,104,0,0,80,,200,,102
9290145,3/3/1992,,132,104,0,0,80,,220,,140
9290145,3/3/1992,,132,104,0,0,80,,256,,235
9290145,3/3/1992,,132,104,0,0,80,,257,,250
9290145,3/3/1992,,132,104,0,0,80,,190,,88
9290145,3/3/1992,,132,104,0,0,80,,239,,155
9290145,3/3/1992,,132,104,0,0,140,,191,,106
9290145,3/3/1992,,132,104,0,0,136,,165,,72
9290145,3/3/1992,,132,104,0,0,159,,165,,86
9290145,3/3/1992,,132,104,0,0,155,,220,,210
9290145,3/3/1992,,132,104,0,0,155,,246,,305
9290145,3/3/1992,,132,104,0,0,155,,225,,225
9290145,3/3/1992,,132,104,0,0,65,,190,,124
9290145,3/3/1992,,132,104,0,0,65,,175,,98
9290145,3/3/1992,,132,104,0,0,65,,184,,120
9290145,3/3/1992,,132,104,0,0,65,,184,,120
9290145,3/3/1992,,132,104,0,0,65,,180,,110
9290145,3/3/1992,,132,104,0,0,66,,160,,106
9290145,3/3/1992,,132,104,0,0,65,,220,,175
9290145,3/3/1992,,132,104,0,0,118,,560,,3292
9290145,3/3/1992,,132,104,0,0,118,,525,,3292
9290146,3/3/1992,,130,104,0,0,140,,285,,345
9290146,3/3/1992,,130,104,0,0,140,,339,,575
9290146,3/3/1992,,130,104,0,0,140,,349,,595
9290146,3/3/1992,,130,104,0,0,140,,349,,590
9290146,3/3/1992,,130,104,0,0,140,,326,,530
9290146,3/3/1992,,130,104,0,0,140,,346,,530
9290146,3/3/1992,,130,104,0,0,140,,313,,470
9290146,3/3/1992,,130,104,0,0,140,,339,,540
9290146,3/3/1992,,130,104,0,0,140,,340,,540
9290146,3/3/1992,,130,104,0,0,140,,305,,475
9290146,3/3/1992,,130,104,0,0,140,,365,,630
9290146,3/3/1992,,130,104,0,0,140,,339,,540
9290146,3/3/1992,,130,104,0,0,140,,330,,530
9290146,3/3/1992,,130,104,0,0,140,,369,,700
9290146,3/3/1992,,130,104,0,0,140,,325,,485
9290146,3/3/1992,,130,104,0,0,140,,429,,795
9290146,3/3/1992,,130,104,0,0,140,,250,,210
9290146,3/3/1992,,130,104,0,0,140,,300,,395
9290146,3/3/1992,,130,104,0,0,140,,275,,300
9290146,3/3/1992,,130,104,0,0,140,,280,,230
9290146,3/3/1992,,130,104,0,0,140,,270,,310
9290146,3/3/1992,,130,104,0,0,140,,279,,305
9290146,3/3/1992,,130,104,0,0,140,,305,,430
9290146,3/3/1992,,130,104,0,0,140,,395,,750
9290146,3/3/1992,,130,104,0,0,140,,330,,485
9290146,3/3/1992,,130,104,0,0,140,,335,,510
9290146,3/3/1992,,130,104,0,0,140,,369,,680
9290146,3/3/1992,,130,104,0,0,140,,245,,215
9290146,3/3/1992,,130,104,0,0,140,,205,,108
9290146,3/3/1992,,130,104,0,0,140,,400,,790
9290146,3/3/1992,,130,104,0,0,140,,315,,455
9290146,3/3/1992,,130,104,0,0,140,,255,,220
9290146,3/3/1992,,130,104,0,0,140,,249,,220
9290146,3/3/1992,,130,104,0,0,140,,239,,210
9290146,3/3/1992,,130,104,0,0,140,,205,,145
9290146,3/3/1992,,130,104,0,0,136,,243,,325
9290146,3/3/1992,,130,104,0,0,140,,260,,240
9290146,3/3/1992,,130,104,0,0,140,,355,,270
9290146,3/3/1992,,130,104,0,0,140,,320,,450
9290146,3/3/1992,,130,104,0,0,140,,275,,290
9290146,3/3/1992,,130,104,0,0,140,,425,,850
9290146,3/3/1992,,130,104,0,0,140,,265,,270
9290146,3/3/1992,,130,104,0,0,140,,295,,340
9290146,3/3/1992,,130,104,0,0,140,,355,,340
9290146,3/3/1992,,130,104,0,0,140,,365,,650
9290146,3/3/1992,,130,104,0,0,140,,259,,230
9290146,3/3/1992,,130,104,0,0,140,,340,,470
9290146,3/3/1992,,130,104,0,0,140,,285,,250
9290146,3/3/1992,,130,104,0,0,140,,249,,210
9290146,3/3/1992,,130,104,0,0,140,,298,,370
9290146,3/3/1992,,130,104,0,0,140,,265,,230
9290146,3/3/1992,,130,104,0,0,140,,370,,750
9290146,3/3/1992,,130,104,0,0,155,,240,,280
9290146,3/3/1992,,130,104,0,0,140,,290,,380
9290146,3/3/1992,,130,104,0,0,140,,395,,865
9290146,3/3/1992,,130,104,0,0,140,,245,,215
9290146,3/3/1992,,130,104,0,0,137,,279,,280
9290146,3/3/1992,,130,104,0,0,140,,368,,670
9290146,3/3/1992,,130,104,0,0,140,,325,,470
9290146,3/3/1992,,130,104,0,0,140,,415,,1000
9290146,3/3/1992,,130,104,0,0,140,,275,,330
9290146,3/3/1992,,130,104,0,0,140,,250,,220
9290146,3/3/1992,,130,104,0,0,140,,255,,215
9290146,3/3/1992,,130,104,0,0,140,,279,,305
9290146,3/3/1992,,130,104,0,0,155,,254,,330
9290146,3/3/1992,,130,104,0,0,155,,239,,330
9290147,3/3/1992,,130,104,8,0,751,,583,,2384
9290147,3/3/1992,,130,104,8,0,140,,325,,520
9290147,3/3/1992,,130,104,8,0,140,,315,,430
9290147,3/3/1992,,130,104,8,0,140,,360,,640
9290147,3/3/1992,,130,104,8,0,140,,345,,550
9290147,3/3/1992,,130,104,8,0,140,,368,,665
9290147,3/3/1992,,130,104,8,0,140,,319,,470
9290147,3/3/1992,,130,104,8,0,140,,305,,410
9290147,3/3/1992,,130,104,8,0,140,,315,,470
9290147,3/3/1992,,130,104,8,0,140,,380,,725
9290147,3/3/1992,,130,104,8,0,140,,275,,270
9290147,3/3/1992,,130,104,8,0,140,,314,,415
9290147,3/3/1992,,130,104,8,0,140,,360,,740
9290147,3/3/1992,,130,104,8,0,140,,295,,375
9290147,3/3/1992,,130,104,8,0,140,,285,,285
9290147,3/3/1992,,130,104,8,0,140,,259,,240
9290147,3/3/1992,,130,104,8,0,133,,325,,525
9290147,3/3/1992,,130,104,8,0,140,,325,,490
9290147,3/3/1992,,130,104,8,0,140,,328,,505
9290147,3/3/1992,,130,104,8,0,140,,335,,520
9290147,3/3/1992,,130,104,8,0,140,,286,,330
9290147,3/3/1992,,130,104,8,0,140,,305,,415
9290147,3/3/1992,,130,104,8,0,140,,299,,340
9290147,3/3/1992,,130,104,8,0,140,,335,,490
9290147,3/3/1992,,130,104,8,0,140,,345,,495
9290147,3/3/1992,,130,104,8,0,140,,329,,530
9290147,3/3/1992,,130,104,8,0,140,,395,,850
9290147,3/3/1992,,130,104,8,0,140,,298,,410
9290147,3/3/1992,,130,104,8,0,140,,385,,735
9290147,3/3/1992,,130,104,8,0,140,,305,,400
9290147,3/3/1992,,130,104,8,0,140,,285,,345
9290147,3/3/1992,,130,104,8,0,140,,325,,485
9290147,3/3/1992,,130,104,8,0,140,,355,,650
9290147,3/3/1992,,130,104,8,0,140,,315,,555
9290147,3/3/1992,,130,104,8,0,140,,315,,395
9290147,3/3/1992,,130,104,8,0,140,,290,,355
9290147,3/3/1992,,130,104,8,0,140,,305,,440
9290147,3/3/1992,,130,104,8,0,140,,293,,345
9290147,3/3/1992,,130,104,8,0,140,,290,,345
9290147,3/3/1992,,130,104,8,0,140,,329,,540
9290147,3/3/1992,,130,104,8,0,140,,244,,190
9290147,3/3/1992,,130,104,8,0,140,,325,,480
9290147,3/3/1992,,130,104,8,0,140,,295,,375
9290147,3/3/1992,,130,104,8,0,140,,318,,460
9290147,3/3/1992,,130,104,8,0,140,,285,,370
9290147,3/3/1992,,130,104,8,0,140,,319,,460
9290147,3/3/1992,,130,104,8,0,140,,334,,505
9290147,3/3/1992,,130,104,8,0,140,,324,,475
9290147,3/3/1992,,130,104,8,0,140,,320,,490
9290147,3/3/1992,,130,104,8,0,140,,315,,445
9290147,3/3/1992,,130,104,8,0,140,,315,,425
9290147,3/3/1992,,130,104,8,0,140,,360,,645
9290147,3/3/1992,,130,104,8,0,140,,300,,375
9290147,3/3/1992,,130,104,8,0,140,,305,,490
9290147,3/3/1992,,130,104,8,0,140,,313,,495
9290147,3/3/1992,,130,104,8,0,140,,319,,485
9290147,3/3/1992,,130,104,8,0,140,,325,,470
9290147,3/3/1992,,130,104,8,0,136,,230,,190
9290147,3/3/1992,,130,104,8,0,140,,350,,705
9290147,3/3/1992,,130,104,8,0,140,,293,,350
9290147,3/3/1992,,130,104,8,0,140,,330,,520
9290147,3/3/1992,,130,104,8,0,140,,298,,410
9290147,3/3/1992,,130,104,8,0,140,,315,,370
9290147,3/3/1992,,130,104,8,0,140,,354,,505
9290147,3/3/1992,,130,104,8,0,140,,294,,370
9290147,3/3/1992,,130,104,8,0,140,,355,,645
9290147,3/3/1992,,130,104,8,0,140,,279,,320
9290147,3/3/1992,,130,104,8,0,140,,310,,375
9290147,3/3/1992,,130,104,8,0,140,,353,,375
9290148,3/3/1992,,131,104,0,0,81,,274,,275
9290148,3/3/1992,,131,104,0,0,82,,275,,280
9290148,3/3/1992,,131,104,0,0,81,,284,,310
9290148,3/3/1992,,131,104,0,0,81,,240,,195
9290148,3/3/1992,,131,104,0,0,81,,205,,120
9290148,3/3/1992,,131,104,0,0,81,,236,,170
9290148,3/3/1992,,131,104,0,0,81,,270,,170
9290148,3/3/1992,,131,104,0,0,140,,289,,295
9290148,3/3/1992,,131,104,0,0,140,,375,,855
9290148,3/3/1992,,131,104,0,0,140,,325,,530
9290148,3/3/1992,,131,104,0,0,140,,338,,735
9290148,3/3/1992,,131,104,0,0,140,,320,,480
9290148,3/3/1992,,131,104,0,0,140,,309,,510
9290148,3/3/1992,,131,104,0,0,140,,290,,380
9290148,3/3/1992,,131,104,0,0,140,,304,,370
9290148,3/3/1992,,131,104,0,0,126,,246,,340
9290148,3/3/1992,,131,104,0,0,126,,275,,415
9290148,3/3/1992,,131,104,0,0,126,,244,,320
9290148,3/3/1992,,131,104,0,0,126,,256,,355
9290148,3/3/1992,,131,104,0,0,126,,243,,310
9290148,3/3/1992,,131,104,0,0,126,,254,,340
9290148,3/3/1992,,131,104,0,0,126,,249,,310
9290148,3/3/1992,,131,104,0,0,126,,269,,395
9290148,3/3/1992,,131,104,0,0,126,,250,,345
9290148,3/3/1992,,131,104,0,0,126,,215,,215
9290148,3/3/1992,,131,104,0,0,126,,240,,280
9290148,3/3/1992,,131,104,0,0,126,,249,,320
9290148,3/3/1992,,131,104,0,0,140,,243,,385
9290148,3/3/1992,,131,104,0,0,500,,235,,345
9290148,3/3/1992,,131,104,0,0,140,,320,,420
9290148,3/3/1992,,131,104,0,0,140,,310,,470
9290148,3/3/1992,,131,104,0,0,81,,244,,185
9290148,3/3/1992,,131,104,0,0,118,,264,,385
9290148,3/3/1992,,131,104,0,0,140,,254,,255
9290148,3/3/1992,,131,104,0,0,118,,289,,410
9290148,3/3/1992,,131,104,0,0,140,,274,,310
9290148,3/3/1992,,131,104,0,0,140,,275,,300
9290148,3/3/1992,,131,104,0,0,136,,234,,165
9290148,3/3/1992,,131,104,0,0,140,,280,,345
9290148,3/3/1992,,131,104,0,0,140,,250,,225
9290148,3/3/1992,,131,104,0,0,140,,225,,150
9290148,3/3/1992,,131,104,0,0,500,,225,,210
9290148,3/3/1992,,131,104,0,0,500,,205,,180
9290148,3/3/1992,,131,104,0,0,155,,255,,290
9290148,3/3/1992,,131,104,0,0,126,,249,,300
9290148,3/3/1992,,131,104,0,0,126,,244,,315
9290148,3/3/1992,,131,104,0,0,118,,409,,1150
9290148,3/3/1992,,131,104,0,0,65,,215,,215
9290148,3/3/1992,,131,104,0,0,65,,210,,180
9290148,3/3/1992,,131,104,0,0,65,,225,,210
9290148,3/3/1992,,131,104,0,0,65,,200,,118
9290148,3/3/1992,,131,104,0,0,65,,223,,220
9290148,3/3/1992,,131,104,0,0,65,,209,,205
9290148,3/3/1992,,131,104,0,0,65,,223,,255
9290148,3/3/1992,,131,104,0,0,65,,220,,240
9290148,3/3/1992,,131,104,0,0,65,,230,,235
9290148,3/3/1992,,131,104,0,0,625,,185,,114
9290148,3/3/1992,,131,104,0,0,65,,215,,220
9290148,3/3/1992,,131,104,0,0,65,,230,,220
9290148,3/3/1992,,131,104,0,0,65,,235,,235
9290148,3/3/1992,,131,104,0,0,65,,210,,110
9290148,3/3/1992,,131,104,0,0,65,,230,,110
9290149,3/3/1992,,131,105,12,0,234,,435,,805
9290149,3/3/1992,,131,105,12,0,118,,564,,2384
9290149,3/3/1992,,131,105,12,0,118,,639,,2384
9290150,3/3/1992,,131,105,0,0,234,,495,,975
9290150,3/3/1992,,131,105,0,0,115,,435,,1300
9290150,3/3/1992,,131,105,0,0,234,,579,,1570
9290150,3/3/1992,,131,105,0,0,234,,645,,2497
9290150,3/3/1992,,131,105,0,0,116,,695,,3973
9290150,3/3/1992,,131,105,0,0,118,,525,,1680
9290150,3/3/1992,,131,105,0,0,118,,528,,1680
9290151,3/3/1992,,100,114,2.5,0,134,,620,,4086
9290151,3/3/1992,,100,114,2.5,0,90,,460,,1471
9290151,3/3/1992,,100,114,2.5,0,207,,455,,1490
9290151,3/3/1992,,100,114,2.5,0,207,,96.07,,635
9290151,3/3/1992,,100,114,2.5,0,207,,78.07,,425
9290151,3/3/1992,,100,114,2.5,0,207,,81.06,,450
9290151,3/3/1992,,100,114,2.5,0,196,,360,,665
9290151,3/3/1992,,100,114,2.5,0,196,,325,,470
9290151,3/3/1992,,100,114,2.5,0,196,,305,,400
9290151,3/3/1992,,100,114,2.5,0,196,,330,,530
9290151,3/3/1992,,100,114,2.5,0,196,,294,,396
9290151,3/3/1992,,100,114,2.5,0,196,,259,,250
9290151,3/3/1992,,100,114,2.5,0,196,,335,,250
9290161,3/3/1992,0,190,104,0,0,142,,243,,185
9290161,3/3/1992,0,190,104,0,0,142,,212,,180
9290161,3/3/1992,0,190,104,0,0,142,,253,,235
9290161,3/3/1992,0,190,104,0,0,142,,200,,145
9290161,3/3/1992,0,190,104,0,0,142,,233,,200
9290161,3/3/1992,0,190,104,0,0,142,,244,,250
9290161,3/3/1992,0,190,104,0,0,142,,255,,280
9290161,3/3/1992,0,190,104,0,0,142,,252,,270
9290161,3/3/1992,0,190,104,0,0,142,,200,,130
9290161,3/3/1992,0,190,104,0,0,142,,204,,170
9290161,3/3/1992,0,190,104,0,0,142,,232,,200
9290161,3/3/1992,0,190,104,0,0,142,,243,,236
9290161,3/3/1992,0,190,104,0,0,142,,250,,210
9290161,3/3/1992,0,190,104,0,0,142,,222,,190
9290161,3/3/1992,0,190,104,0,0,142,,243,,220
9290161,3/3/1992,0,190,104,0,0,142,,250,,236
9290161,3/3/1992,0,190,104,0,0,142,,222,,190
9290161,3/3/1992,0,190,104,0,0,142,,232,,185
9290161,3/3/1992,0,190,104,0,0,142,,213,,135
9290161,3/3/1992,0,190,104,0,0,142,,200,,140
9290161,3/3/1992,0,190,104,0,0,142,,204,,135
9290161,3/3/1992,0,190,104,0,0,142,,200,,150
9290161,3/3/1992,0,190,104,0,0,142,,252,,225
9290161,3/3/1992,0,190,104,0,0,142,,212,,170
